batter,againstTeam,batsman_run
F du Plessis,Gujarat Titans,5
F du Plessis,Kings XI Punjab,53
F du Plessis,Kolkata Knight Riders,47
F du Plessis,Lucknow Super Giants,11
F du Plessis,Mumbai Indians,28
F du Plessis,Pune Warriors,9
F du Plessis,Punjab Kings,17
F du Plessis,Rajasthan Royals,30
F du Plessis,Royal Challengers Bangalore,23
F du Plessis,Sunrisers Hyderabad,43
FA Allen,Lucknow Super Giants,1
FY Fazal,Chennai Super Kings,1
FY Fazal,Deccan Chargers,5
FY Fazal,Kings XI Punjab,5
FY Fazal,Kochi Tuskers Kerala,3
FY Fazal,Kolkata Knight Riders,7
FY Fazal,Mumbai Indians,1
G Gambhir,Chennai Super Kings,49
G Gambhir,Deccan Chargers,23
G Gambhir,Delhi Daredevils,49
G Gambhir,Gujarat Lions,15
G Gambhir,Kings XI Punjab,92
G Gambhir,Kolkata Knight Riders,19
G Gambhir,Mumbai Indians,53
G Gambhir,Pune Warriors,19
G Gambhir,Rajasthan Royals,46
G Gambhir,Rising Pune Supergiants,11
G Gambhir,Royal Challengers Bangalore,78
G Gambhir,Sunrisers Hyderabad,38
GB Hogg,Royal Challengers Bangalore,1
GC Smith,Chennai Super Kings,15
GC Smith,Deccan Chargers,13
GC Smith,Delhi Daredevils,18
GC Smith,Kings XI Punjab,12
GC Smith,Kochi Tuskers Kerala,3
GC Smith,Kolkata Knight Riders,5
GC Smith,Mumbai Indians,8
GC Smith,Royal Challengers Bangalore,20
GD McGrath,Rajasthan Royals,1
GD Phillips,Chennai Super Kings,1
GH Vihari,Chennai Super Kings,1
GH Vihari,Delhi Daredevils,2
GH Vihari,Kings XI Punjab,8
GH Vihari,Mumbai Indians,9
GH Vihari,Pune Warriors,1
GH Vihari,Royal Challengers Bangalore,2
GJ Bailey,Chennai Super Kings,10
GJ Bailey,Delhi Daredevils,5
GJ Bailey,Kings XI Punjab,5
GJ Bailey,Kolkata Knight Riders,14
GJ Bailey,Mumbai Indians,9
GJ Bailey,Rajasthan Royals,3
GJ Bailey,Royal Challengers Bangalore,4
GJ Bailey,Sunrisers Hyderabad,9
GJ Maxwell,Chennai Super Kings,30
GJ Maxwell,Delhi Capitals,19
GJ Maxwell,Gujarat Lions,1
GJ Maxwell,Gujarat Titans,8
GJ Maxwell,Kings XI Punjab,1
GJ Maxwell,Kolkata Knight Riders,36
GJ Maxwell,Lucknow Super Giants,3
GJ Maxwell,Mumbai Indians,35
GJ Maxwell,Pune Warriors,1
GJ Maxwell,Punjab Kings,6
GJ Maxwell,Rajasthan Royals,21
GJ Maxwell,Rising Pune Supergiants,6
GJ Maxwell,Royal Challengers Bangalore,7
GJ Maxwell,Sunrisers Hyderabad,24
GR Napier,Kolkata Knight Riders,1
Gurkeerat Singh,Chennai Super Kings,6
Gurkeerat Singh,Deccan Chargers,4
Gurkeerat Singh,Delhi Capitals,2
Gurkeerat Singh,Delhi Daredevils,6
Gurkeerat Singh,Kolkata Knight Riders,7
Gurkeerat Singh,Mumbai Indians,3
Gurkeerat Singh,Rajasthan Royals,5
Gurkeerat Singh,Rising Pune Supergiants,3
Gurkeerat Singh,Royal Challengers Bangalore,5
Gurkeerat Singh,Sunrisers Hyderabad,14
H Klaasen,Chennai Super Kings,1
H Klaasen,Kolkata Knight Riders,1
H Klaasen,Royal Challengers Bangalore,3
HE van der Dussen,Delhi Capitals,1
HE van der Dussen,Lucknow Super Giants,1
HH Gibbs,Chennai Super Kings,15
HH Gibbs,Delhi Daredevils,3
HH Gibbs,Kings XI Punjab,9
HH Gibbs,Kolkata Knight Riders,24
HH Gibbs,Mumbai Indians,12
HH Gibbs,Rajasthan Royals,5
HH Gibbs,Royal Challengers Bangalore,15
HH Pandya,Chennai Super Kings,7
HH Pandya,Delhi Capitals,8
HH Pandya,Delhi Daredevils,4
HH Pandya,Gujarat Lions,2
HH Pandya,Kings XI Punjab,13
HH Pandya,Kolkata Knight Riders,32
HH Pandya,Lucknow Super Giants,5
HH Pandya,Mumbai Indians,4
HH Pandya,Punjab Kings,9
HH Pandya,Rajasthan Royals,27
HH Pandya,Rising Pune Supergiants,6
HH Pandya,Royal Challengers Bangalore,19
HH Pandya,Sunrisers Hyderabad,10
HM Amla,Delhi Daredevils,5
HM Amla,Gujarat Lions,17
HM Amla,Kolkata Knight Riders,4
HM Amla,Mumbai Indians,8
HM Amla,Rising Pune Supergiants,6
HM Amla,Royal Challengers Bangalore,6
HM Amla,Sunrisers Hyderabad,14
HR Shokeen,Chennai Super Kings,5
HV Patel,Chennai Super Kings,1
HV Patel,Kings XI Punjab,1
HV Patel,Kolkata Knight Riders,6
HV Patel,Mumbai Indians,1
HV Patel,Punjab Kings,5
HV Patel,Rajasthan Royals,1
Harbhajan Singh,Chennai Super Kings,13
Harbhajan Singh,Deccan Chargers,10
Harbhajan Singh,Delhi Daredevils,11
Harbhajan Singh,Gujarat Lions,1
Harbhajan Singh,Kings XI Punjab,12
Harbhajan Singh,Kolkata Knight Riders,7
Harbhajan Singh,Mumbai Indians,1
Harbhajan Singh,Pune Warriors,3
Harbhajan Singh,Rajasthan Royals,4
Harbhajan Singh,Rising Pune Supergiants,7
Harbhajan Singh,Royal Challengers Bangalore,8
Harbhajan Singh,Sunrisers Hyderabad,2
Harmeet Singh,Kolkata Knight Riders,3
Harpreet Brar,Delhi Capitals,3
Harpreet Brar,Kolkata Knight Riders,1
Harpreet Brar,Royal Challengers Bangalore,1
Harpreet Brar,Sunrisers Hyderabad,1
I Malhotra,Delhi Daredevils,1
I Sharma,Chennai Super Kings,1
I Sharma,Mumbai Indians,2
I Sharma,Sunrisers Hyderabad,1
I Udana,Delhi Capitals,1
IK Pathan,Chennai Super Kings,16
IK Pathan,Deccan Chargers,7
IK Pathan,Delhi Daredevils,5
IK Pathan,Kings XI Punjab,5
IK Pathan,Kochi Tuskers Kerala,1
IK Pathan,Kolkata Knight Riders,20
IK Pathan,Mumbai Indians,6
IK Pathan,Pune Warriors,4
IK Pathan,Rajasthan Royals,10
IK Pathan,Royal Challengers Bangalore,13
IK Pathan,Sunrisers Hyderabad,1
IR Jaggi,Mumbai Indians,3
IR Jaggi,Rajasthan Royals,3
Imran Tahir,Kings XI Punjab,1
Imran Tahir,Mumbai Indians,3
Imran Tahir,Rajasthan Royals,1
Iqbal Abdulla,Gujarat Lions,3
Iqbal Abdulla,Kochi Tuskers Kerala,1
Iqbal Abdulla,Mumbai Indians,4
Iqbal Abdulla,Sunrisers Hyderabad,1
Ishan Kishan,Chennai Super Kings,16
Ishan Kishan,Delhi Capitals,32
Ishan Kishan,Delhi Daredevils,10
Ishan Kishan,Gujarat Titans,5
Ishan Kishan,Kings XI Punjab,12
Ishan Kishan,Kolkata Knight Riders,11
Ishan Kishan,Lucknow Super Giants,2
Ishan Kishan,Mumbai Indians,7
Ishan Kishan,Rajasthan Royals,24
Ishan Kishan,Rising Pune Supergiants,3
Ishan Kishan,Royal Challengers Bangalore,17
Ishan Kishan,Sunrisers Hyderabad,27
J Arunkumar,Kolkata Knight Riders,5
J Botha,Chennai Super Kings,4
J Botha,Deccan Chargers,8
J Botha,Delhi Daredevils,11
J Botha,Kings XI Punjab,2
J Botha,Kochi Tuskers Kerala,3
J Botha,Kolkata Knight Riders,4
J Botha,Mumbai Indians,2
J Botha,Pune Warriors,2
J Botha,Royal Challengers Bangalore,1
J Botha,Sunrisers Hyderabad,2
J Suchith,Delhi Capitals,2
J Suchith,Kings XI Punjab,4
J Syed Mohammad,Deccan Chargers,1
J Syed Mohammad,Delhi Daredevils,2
J Syed Mohammad,Mumbai Indians,1
J Theron,Kings XI Punjab,1
J Yadav,Delhi Capitals,2
JA Morkel,Chennai Super Kings,8
JA Morkel,Deccan Chargers,5
JA Morkel,Delhi Daredevils,7
JA Morkel,Kings XI Punjab,6
JA Morkel,Kochi Tuskers Kerala,2
JA Morkel,Kolkata Knight Riders,6
JA Morkel,Mumbai Indians,2
JA Morkel,Rajasthan Royals,17
JA Morkel,Royal Challengers Bangalore,8
JA Richardson,Chennai Super Kings,2
JC Archer,Chennai Super Kings,2
JC Archer,Kolkata Knight Riders,3
JC Archer,Mumbai Indians,4
JC Archer,Royal Challengers Bangalore,1
JC Archer,Sunrisers Hyderabad,1
JC Buttler,Chennai Super Kings,29
JC Buttler,Delhi Capitals,15
JC Buttler,Delhi Daredevils,11
JC Buttler,Gujarat Lions,9
JC Buttler,Gujarat Titans,25
JC Buttler,Kings XI Punjab,39
JC Buttler,Kolkata Knight Riders,37
JC Buttler,Lucknow Super Giants,1
JC Buttler,Mumbai Indians,40
JC Buttler,Punjab Kings,10
JC Buttler,Rising Pune Supergiants,8
JC Buttler,Royal Challengers Bangalore,34
JC Buttler,Sunrisers Hyderabad,20
JD Ryder,Chennai Super Kings,14
JD Ryder,Deccan Chargers,7
JD Ryder,Delhi Daredevils,12
JD Ryder,Kings XI Punjab,16
JD Ryder,Kochi Tuskers Kerala,3
JD Ryder,Kolkata Knight Riders,3
JD Ryder,Mumbai Indians,3
JD Ryder,Rajasthan Royals,3
JD Ryder,Royal Challengers Bangalore,8
JD Unadkat,Chennai Super Kings,6
JD Unadkat,Kolkata Knight Riders,4
JD Unadkat,Lucknow Super Giants,2
JD Unadkat,Royal Challengers Bangalore,1
JDP Oram,Deccan Chargers,4
JDP Oram,Kings XI Punjab,1
JDP Oram,Mumbai Indians,1
JDS Neesham,Chennai Super Kings,2
JDS Neesham,Gujarat Titans,1
JDS Neesham,Kings XI Punjab,1
JDS Neesham,Lucknow Super Giants,2
JJ Bumrah,Royal Challengers Bangalore,1
JJ Bumrah,Sunrisers Hyderabad,3
JJ Roy,Kolkata Knight Riders,5
JJ Roy,Mumbai Indians,13
JJ Roy,Rajasthan Royals,8
JJ Roy,Royal Challengers Bangalore,6
JJ Roy,Sunrisers Hyderabad,7
JJ van der Wath,Chennai Super Kings,1
JL Pattinson,Chennai Super Kings,2
JM Bairstow,Chennai Super Kings,7
JM Bairstow,Delhi Capitals,25
JM Bairstow,Gujarat Titans,2
JM Bairstow,Kings XI Punjab,11
JM Bairstow,Kolkata Knight Riders,22
JM Bairstow,Lucknow Super Giants,5
JM Bairstow,Mumbai Indians,9
JM Bairstow,Punjab Kings,3
JM Bairstow,Rajasthan Royals,19
JM Bairstow,Royal Challengers Bangalore,23
JM Bairstow,Sunrisers Hyderabad,7
JM Kemp,Deccan Chargers,1
JM Sharma,Delhi Capitals,8
JM Sharma,Gujarat Titans,1
JM Sharma,Mumbai Indians,2
JM Sharma,Rajasthan Royals,4
JM Sharma,Royal Challengers Bangalore,2
JM Sharma,Sunrisers Hyderabad,5
JO Holder,Delhi Capitals,1
JO Holder,Gujarat Lions,1
JO Holder,Kolkata Knight Riders,2
JO Holder,Rajasthan Royals,2
JO Holder,Royal Challengers Bangalore,6
JO Holder,Sunrisers Hyderabad,1
JP Duminy,Chennai Super Kings,13
JP Duminy,Deccan Chargers,11
JP Duminy,Delhi Daredevils,9
JP Duminy,Gujarat Lions,5
JP Duminy,Kings XI Punjab,11
JP Duminy,Kolkata Knight Riders,11
JP Duminy,Mumbai Indians,14
JP Duminy,Pune Warriors,1
JP Duminy,Rajasthan Royals,14
JP Duminy,Rising Pune Supergiants,2
JP Duminy,Royal Challengers Bangalore,28
JP Duminy,Sunrisers Hyderabad,7
JP Faulkner,Chennai Super Kings,3
JP Faulkner,Delhi Daredevils,6
JP Faulkner,Kings XI Punjab,6
JP Faulkner,Kolkata Knight Riders,1
JP Faulkner,Mumbai Indians,6
JP Faulkner,Pune Warriors,1
JP Faulkner,Rising Pune Supergiants,1
JP Faulkner,Royal Challengers Bangalore,4
JP Faulkner,Sunrisers Hyderabad,8
JR Hazlewood,Punjab Kings,1
JR Hopes,Chennai Super Kings,11
JR Hopes,Deccan Chargers,2
JR Hopes,Kings XI Punjab,1
JR Hopes,Kolkata Knight Riders,7
JR Hopes,Mumbai Indians,10
JR Hopes,Pune Warriors,1
JR Hopes,Rajasthan Royals,9
JR Hopes,Royal Challengers Bangalore,8
JR Philippe,Delhi Capitals,1
JR Philippe,Mumbai Indians,4
JR Philippe,Sunrisers Hyderabad,4
Joginder Sharma,Deccan Chargers,1
K Goel,Chennai Super Kings,3
K Goel,Delhi Daredevils,3
K Goel,Kolkata Knight Riders,2
K Goel,Mumbai Indians,3
K Goel,Rajasthan Royals,3
K Goel,Royal Challengers Bangalore,3
K Gowtham,Delhi Capitals,2
K Gowtham,Delhi Daredevils,2
K Gowtham,Kings XI Punjab,1
K Gowtham,Kolkata Knight Riders,1
K Gowtham,Mumbai Indians,6
K Gowtham,Sunrisers Hyderabad,1
K Rabada,Chennai Super Kings,2
K Rabada,Kings XI Punjab,1
K Rabada,Kolkata Knight Riders,5
K Rabada,Mumbai Indians,6
K Rabada,Rajasthan Royals,1
K Rabada,Sunrisers Hyderabad,1
KA Jamieson,Chennai Super Kings,1
KA Jamieson,Kolkata Knight Riders,1
KA Jamieson,Punjab Kings,1
KA Jamieson,Sunrisers Hyderabad,2
KA Pollard,Chennai Super Kings,42
KA Pollard,Deccan Chargers,6
KA Pollard,Delhi Capitals,5
KA Pollard,Delhi Daredevils,19
KA Pollard,Gujarat Lions,5
KA Pollard,Kings XI Punjab,26
KA Pollard,Kolkata Knight Riders,18
KA Pollard,Lucknow Super Giants,1
KA Pollard,Pune Warriors,3
KA Pollard,Punjab Kings,2
KA Pollard,Rajasthan Royals,27
KA Pollard,Rising Pune Supergiants,5
KA Pollard,Royal Challengers Bangalore,42
KA Pollard,Sunrisers Hyderabad,20
KAJ Roach,Mumbai Indians,1
KB Arun Karthik,Kings XI Punjab,1
KB Arun Karthik,Mumbai Indians,3
KC Sangakkara,Chennai Super Kings,13
KC Sangakkara,Deccan Chargers,21
KC Sangakkara,Delhi Daredevils,34
KC Sangakkara,Kings XI Punjab,5
KC Sangakkara,Kochi Tuskers Kerala,10
KC Sangakkara,Kolkata Knight Riders,22
KC Sangakkara,Mumbai Indians,29
KC Sangakkara,Pune Warriors,16
KC Sangakkara,Rajasthan Royals,25
KC Sangakkara,Royal Challengers Bangalore,20
KD Karthik,Chennai Super Kings,71
KD Karthik,Deccan Chargers,13
KD Karthik,Delhi Capitals,13
KD Karthik,Delhi Daredevils,43
KD Karthik,Kings XI Punjab,59
KD Karthik,Kochi Tuskers Kerala,7
KD Karthik,Kolkata Knight Riders,40
KD Karthik,Lucknow Super Giants,5
KD Karthik,Mumbai Indians,33
KD Karthik,Pune Warriors,13
KD Karthik,Punjab Kings,6
KD Karthik,Rajasthan Royals,56
KD Karthik,Rising Pune Supergiants,7
KD Karthik,Royal Challengers Bangalore,33
KD Karthik,Sunrisers Hyderabad,27
KH Pandya,Chennai Super Kings,12
KH Pandya,Delhi Capitals,13
KH Pandya,Delhi Daredevils,14
KH Pandya,Gujarat Lions,6
KH Pandya,Gujarat Titans,4
KH Pandya,Kings XI Punjab,12
KH Pandya,Kolkata Knight Riders,17
KH Pandya,Punjab Kings,1
KH Pandya,Rajasthan Royals,6
KH Pandya,Rising Pune Supergiants,5
KH Pandya,Royal Challengers Bangalore,13
KH Pandya,Sunrisers Hyderabad,18
KK Cooper,Delhi Daredevils,2
KK Cooper,Kings XI Punjab,1
KK Cooper,Mumbai Indians,1
KK Cooper,Royal Challengers Bangalore,2
KK Cooper,Sunrisers Hyderabad,3
KK Nair,Chennai Super Kings,7
KK Nair,Delhi Daredevils,27
KK Nair,Gujarat Lions,8
KK Nair,Kings XI Punjab,5
KK Nair,Kolkata Knight Riders,21
KK Nair,Mumbai Indians,18
KK Nair,Rajasthan Royals,2
KK Nair,Rising Pune Supergiants,19
KK Nair,Royal Challengers Bangalore,27
KK Nair,Sunrisers Hyderabad,27
KL Nagarkoti,Rajasthan Royals,1
KL Rahul,Chennai Super Kings,40
KL Rahul,Delhi Capitals,18
KL Rahul,Delhi Daredevils,15
KL Rahul,Gujarat Lions,4
KL Rahul,Gujarat Titans,1
KL Rahul,Kings XI Punjab,13
KL Rahul,Kolkata Knight Riders,38
KL Rahul,Mumbai Indians,68
KL Rahul,Punjab Kings,1
KL Rahul,Rajasthan Royals,46
KL Rahul,Rising Pune Supergiants,2
KL Rahul,Royal Challengers Bangalore,45
KL Rahul,Sunrisers Hyderabad,36
KM Jadhav,Chennai Super Kings,8
KM Jadhav,Delhi Capitals,6
KM Jadhav,Delhi Daredevils,6
KM Jadhav,Gujarat Lions,9
KM Jadhav,Kings XI Punjab,1
KM Jadhav,Kolkata Knight Riders,14
KM Jadhav,Mumbai Indians,14
KM Jadhav,Rajasthan Royals,10
KM Jadhav,Rising Pune Supergiants,1
KM Jadhav,Royal Challengers Bangalore,17
KM Jadhav,Sunrisers Hyderabad,15
KMA Paul,Sunrisers Hyderabad,1
KMDN Kulasekara,Kings XI Punjab,1
KP Pietersen,Chennai Super Kings,5
KP Pietersen,Deccan Chargers,8
KP Pietersen,Delhi Daredevils,2
KP Pietersen,Gujarat Lions,2
KP Pietersen,Kings XI Punjab,24
KP Pietersen,Kolkata Knight Riders,2
KP Pietersen,Mumbai Indians,18
KP Pietersen,Pune Warriors,2
KP Pietersen,Rajasthan Royals,21
KP Pietersen,Royal Challengers Bangalore,2
KP Pietersen,Sunrisers Hyderabad,5
KS Bharat,Chennai Super Kings,2
KS Bharat,Delhi Capitals,3
KS Bharat,Kolkata Knight Riders,1
KS Bharat,Mumbai Indians,2
KS Bharat,Rajasthan Royals,3
KS Bharat,Sunrisers Hyderabad,1
KS Sharma,Gujarat Titans,1
KS Williamson,Chennai Super Kings,39
KS Williamson,Delhi Capitals,24
KS Williamson,Delhi Daredevils,18
KS Williamson,Gujarat Lions,1
KS Williamson,Gujarat Titans,3
KS Williamson,Kings XI Punjab,9
KS Williamson,Kolkata Knight Riders,24
KS Williamson,Lucknow Super Giants,1
KS Williamson,Mumbai Indians,7
KS Williamson,Rajasthan Royals,20
KS Williamson,Rising Pune Supergiants,5
KS Williamson,Royal Challengers Bangalore,32
KV Sharma,Chennai Super Kings,4
KV Sharma,Delhi Daredevils,2
KV Sharma,Kings XI Punjab,5
KV Sharma,Kolkata Knight Riders,1
KV Sharma,Rajasthan Royals,1
KV Sharma,Royal Challengers Bangalore,4
KV Sharma,Sunrisers Hyderabad,1
KW Richardson,Chennai Super Kings,2
Kamran Akmal,Chennai Super Kings,5
Kamran Akmal,Deccan Chargers,1
Kamran Akmal,Kings XI Punjab,3
Kamran Akmal,Mumbai Indians,4
Karanveer Singh,Rajasthan Royals,1
Kartik Tyagi,Delhi Capitals,1
Kuldeep Yadav,Delhi Capitals,1
Kuldeep Yadav,Delhi Daredevils,1
Kuldeep Yadav,Lucknow Super Giants,1
Kuldeep Yadav,Mumbai Indians,2
Kuldeep Yadav,Royal Challengers Bangalore,3
L Balaji,Chennai Super Kings,1
L Balaji,Deccan Chargers,1
L Ronchi,Deccan Chargers,3
L Ronchi,Kings XI Punjab,1
L Ronchi,Royal Challengers Bangalore,2
LA Carseldine,Chennai Super Kings,1
LA Carseldine,Deccan Chargers,7
LA Carseldine,Kings XI Punjab,2
LA Carseldine,Royal Challengers Bangalore,1
LA Pomersbach,Chennai Super Kings,4
LA Pomersbach,Delhi Daredevils,5
LA Pomersbach,Kolkata Knight Riders,2
LA Pomersbach,Mumbai Indians,10
LA Pomersbach,Royal Challengers Bangalore,3
LA Pomersbach,Sunrisers Hyderabad,1
LH Ferguson,Chennai Super Kings,1
LH Ferguson,Kings XI Punjab,3
LH Ferguson,Punjab Kings,1
LH Ferguson,Royal Challengers Bangalore,1
LJ Wright,Delhi Daredevils,10
LJ Wright,Kings XI Punjab,6
LMP Simmons,Chennai Super Kings,23
LMP Simmons,Delhi Daredevils,13
LMP Simmons,Kings XI Punjab,28
LMP Simmons,Kolkata Knight Riders,3
LMP Simmons,Rajasthan Royals,13
LMP Simmons,Royal Challengers Bangalore,14
LMP Simmons,Sunrisers Hyderabad,15
LPC Silva,Kings XI Punjab,2
LPC Silva,Mumbai Indians,3
LR Shukla,Chennai Super Kings,11
LR Shukla,Deccan Chargers,2
LR Shukla,Delhi Daredevils,5
LR Shukla,Kings XI Punjab,1
LR Shukla,Kolkata Knight Riders,1
LR Shukla,Mumbai Indians,5
LR Shukla,Rajasthan Royals,5
LR Shukla,Royal Challengers Bangalore,2
LR Shukla,Sunrisers Hyderabad,1
LRPL Taylor,Chennai Super Kings,9
LRPL Taylor,Deccan Chargers,5
LRPL Taylor,Delhi Daredevils,8
LRPL Taylor,Kings XI Punjab,5
LRPL Taylor,Kolkata Knight Riders,11
LRPL Taylor,Mumbai Indians,5
LRPL Taylor,Pune Warriors,5
LRPL Taylor,Rajasthan Royals,7
LRPL Taylor,Royal Challengers Bangalore,11
LS Livingstone,Chennai Super Kings,6
LS Livingstone,Delhi Capitals,1
LS Livingstone,Gujarat Titans,9
LS Livingstone,Kolkata Knight Riders,2
LS Livingstone,Punjab Kings,2
LS Livingstone,Rajasthan Royals,1
LS Livingstone,Royal Challengers Bangalore,6
LS Livingstone,Sunrisers Hyderabad,11
Lalit Yadav,Gujarat Titans,2
Lalit Yadav,Kolkata Knight Riders,1
Lalit Yadav,Mumbai Indians,5
Lalit Yadav,Punjab Kings,3
Lalit Yadav,Rajasthan Royals,7
M Ashwin,Rajasthan Royals,1
M Ashwin,Sunrisers Hyderabad,1
M Kaif,Chennai Super Kings,1
M Kaif,Deccan Chargers,4
M Kaif,Delhi Daredevils,1
M Kaif,Kings XI Punjab,4
M Kaif,Kolkata Knight Riders,8
M Kaif,Pune Warriors,1
M Kaif,Rajasthan Royals,2
M Kaif,Royal Challengers Bangalore,1
M Kartik,Chennai Super Kings,2
M Kartik,Mumbai Indians,3
M Kartik,Royal Challengers Bangalore,2
M Klinger,Delhi Daredevils,3
M Klinger,Kolkata Knight Riders,3
M Klinger,Royal Challengers Bangalore,3
M Manhas,Chennai Super Kings,7
M Manhas,Deccan Chargers,3
M Manhas,Delhi Daredevils,3
M Manhas,Kings XI Punjab,13
M Manhas,Kochi Tuskers Kerala,1
M Manhas,Mumbai Indians,5
M Manhas,Rajasthan Royals,6
M Manhas,Royal Challengers Bangalore,5
M Markande,Kings XI Punjab,1
M Markande,Royal Challengers Bangalore,1
M Markande,Sunrisers Hyderabad,1
M Morkel,Deccan Chargers,2
M Morkel,Kings XI Punjab,1
M Morkel,Kolkata Knight Riders,1
M Morkel,Mumbai Indians,4
M Morkel,Royal Challengers Bangalore,3
M Muralitharan,Royal Challengers Bangalore,1
M Ntini,Rajasthan Royals,2
M Rawat,Chennai Super Kings,1
M Rawat,Delhi Daredevils,1
M Rawat,Kings XI Punjab,2
M Shahrukh Khan,Chennai Super Kings,4
M Shahrukh Khan,Delhi Capitals,2
M Shahrukh Khan,Kolkata Knight Riders,1
M Shahrukh Khan,Rajasthan Royals,1
M Shahrukh Khan,Royal Challengers Bangalore,2
M Shahrukh Khan,Sunrisers Hyderabad,3
M Vijay,Chennai Super Kings,8
M Vijay,Deccan Chargers,6
M Vijay,Delhi Capitals,1
M Vijay,Delhi Daredevils,40
M Vijay,Gujarat Lions,11
M Vijay,Kings XI Punjab,14
M Vijay,Kochi Tuskers Kerala,9
M Vijay,Kolkata Knight Riders,30
M Vijay,Mumbai Indians,39
M Vijay,Pune Warriors,5
M Vijay,Rajasthan Royals,29
M Vijay,Rising Pune Supergiants,9
M Vijay,Royal Challengers Bangalore,31
M Vijay,Sunrisers Hyderabad,15
M Vohra,Chennai Super Kings,5
M Vohra,Delhi Capitals,2
M Vohra,Delhi Daredevils,14
M Vohra,Gujarat Lions,4
M Vohra,Kolkata Knight Riders,20
M Vohra,Mumbai Indians,9
M Vohra,Pune Warriors,10
M Vohra,Punjab Kings,1
M Vohra,Rajasthan Royals,3
M Vohra,Rising Pune Supergiants,8
M Vohra,Royal Challengers Bangalore,7
M Vohra,Sunrisers Hyderabad,20
MA Agarwal,Chennai Super Kings,32
MA Agarwal,Deccan Chargers,3
MA Agarwal,Delhi Capitals,26
MA Agarwal,Delhi Daredevils,6
MA Agarwal,Gujarat Titans,1
MA Agarwal,Kings XI Punjab,13
MA Agarwal,Kochi Tuskers Kerala,2
MA Agarwal,Kolkata Knight Riders,24
MA Agarwal,Lucknow Super Giants,2
MA Agarwal,Mumbai Indians,31
MA Agarwal,Rajasthan Royals,38
MA Agarwal,Royal Challengers Bangalore,31
MA Agarwal,Sunrisers Hyderabad,19
MA Khote,Deccan Chargers,1
MA Khote,Kings XI Punjab,1
MA Starc,Chennai Super Kings,1
MA Starc,Kings XI Punjab,4
MA Starc,Kolkata Knight Riders,1
MA Starc,Mumbai Indians,1
MA Starc,Rajasthan Royals,2
MA Starc,Sunrisers Hyderabad,1
MC Henriques,Chennai Super Kings,4
MC Henriques,Deccan Chargers,2
MC Henriques,Delhi Daredevils,12
MC Henriques,Gujarat Lions,11
MC Henriques,Kings XI Punjab,8
MC Henriques,Kolkata Knight Riders,8
MC Henriques,Mumbai Indians,8
MC Henriques,Pune Warriors,4
MC Henriques,Rajasthan Royals,6
MC Henriques,Rising Pune Supergiants,7
MC Henriques,Royal Challengers Bangalore,11
MC Henriques,Sunrisers Hyderabad,6
MC Juneja,Kings XI Punjab,1
MC Juneja,Kolkata Knight Riders,1
MC Juneja,Mumbai Indians,6
MC Juneja,Rajasthan Royals,1
MC Juneja,Royal Challengers Bangalore,2
MD Mishra,Chennai Super Kings,3
MD Mishra,Delhi Daredevils,2
MD Mishra,Kings XI Punjab,4
MD Mishra,Kochi Tuskers Kerala,2
MD Mishra,Kolkata Knight Riders,6
MD Mishra,Mumbai Indians,3
MD Mishra,Royal Challengers Bangalore,4
MDKJ Perera,Delhi Daredevils,3
MEK Hussey,Chennai Super Kings,4
MEK Hussey,Deccan Chargers,5
MEK Hussey,Delhi Daredevils,26
MEK Hussey,Kings XI Punjab,23
MEK Hussey,Kochi Tuskers Kerala,4
MEK Hussey,Kolkata Knight Riders,23
MEK Hussey,Mumbai Indians,31
MEK Hussey,Pune Warriors,8
MEK Hussey,Rajasthan Royals,41
MEK Hussey,Royal Challengers Bangalore,23
MEK Hussey,Sunrisers Hyderabad,10
MF Maharoof,Kings XI Punjab,2
MF Maharoof,Mumbai Indians,6
MF Maharoof,Rajasthan Royals,3
MF Maharoof,Royal Challengers Bangalore,1
MG Johnson,Chennai Super Kings,2
MG Johnson,Delhi Daredevils,3
MG Johnson,Kolkata Knight Riders,1
MG Johnson,Rajasthan Royals,3
MG Johnson,Royal Challengers Bangalore,1
MJ Clarke,Deccan Chargers,7
MJ Clarke,Mumbai Indians,2
MJ Clarke,Rajasthan Royals,1
MJ Clarke,Royal Challengers Bangalore,2
MJ Guptill,Delhi Capitals,1
MJ Guptill,Delhi Daredevils,8
MJ Guptill,Gujarat Lions,1
MJ Guptill,Kolkata Knight Riders,1
MJ Guptill,Mumbai Indians,6
MJ Guptill,Royal Challengers Bangalore,3
MJ Guptill,Sunrisers Hyderabad,4
MJ Lumb,Chennai Super Kings,9
MJ Lumb,Deccan Chargers,9
MJ Lumb,Kings XI Punjab,23
MJ Lumb,Mumbai Indians,2
MJ Lumb,Royal Challengers Bangalore,2
MJ McClenaghan,Delhi Capitals,2
MJ McClenaghan,Kings XI Punjab,2
MJ McClenaghan,Sunrisers Hyderabad,1
MJ Santner,Mumbai Indians,2
MJ Santner,Punjab Kings,1
MK Lomror,Chennai Super Kings,3
MK Lomror,Delhi Capitals,2
MK Lomror,Gujarat Titans,2
MK Lomror,Kings XI Punjab,1
MK Lomror,Lucknow Super Giants,2
MK Lomror,Mumbai Indians,1
MK Lomror,Punjab Kings,2
MK Lomror,Royal Challengers Bangalore,1
MK Lomror,Sunrisers Hyderabad,1
MK Pandey,Chennai Super Kings,34
MK Pandey,Deccan Chargers,21
