batter,againstTeam,batsman_run
RA Jadeja,Kolkata Knight Riders,21
RA Jadeja,Mumbai Indians,8
RA Jadeja,Pune Warriors,7
RA Jadeja,Punjab Kings,1
RA Jadeja,Rajasthan Royals,5
RA Jadeja,Royal Challengers Bangalore,10
RA Jadeja,Sunrisers Hyderabad,4
RA Tripathi,Chennai Super Kings,7
RA Tripathi,Delhi Capitals,6
RA Tripathi,Delhi Daredevils,1
RA Tripathi,Gujarat Lions,2
RA Tripathi,Gujarat Titans,2
RA Tripathi,Kings XI Punjab,2
RA Tripathi,Kolkata Knight Riders,16
RA Tripathi,Lucknow Super Giants,1
RA Tripathi,Mumbai Indians,8
RA Tripathi,Punjab Kings,3
RA Tripathi,Rajasthan Royals,4
RA Tripathi,Royal Challengers Bangalore,10
RA Tripathi,Sunrisers Hyderabad,6
RD Chahar,Chennai Super Kings,1
RD Chahar,Delhi Capitals,2
RD Chahar,Gujarat Titans,1
RD Gaikwad,Delhi Capitals,3
RD Gaikwad,Gujarat Titans,6
RD Gaikwad,Kings XI Punjab,1
RD Gaikwad,Kolkata Knight Riders,10
RD Gaikwad,Mumbai Indians,4
RD Gaikwad,Rajasthan Royals,5
RD Gaikwad,Royal Challengers Bangalore,6
RD Gaikwad,Sunrisers Hyderabad,8
RE Levi,Chennai Super Kings,3
RE Levi,Rajasthan Royals,1
RE van der Merwe,Deccan Chargers,4
RE van der Merwe,Kings XI Punjab,3
RE van der Merwe,Kolkata Knight Riders,1
RG Sharma,Chennai Super Kings,26
RG Sharma,Deccan Chargers,9
RG Sharma,Delhi Capitals,10
RG Sharma,Delhi Daredevils,32
RG Sharma,Gujarat Lions,3
RG Sharma,Gujarat Titans,2
RG Sharma,Kings XI Punjab,29
RG Sharma,Kolkata Knight Riders,37
RG Sharma,Lucknow Super Giants,1
RG Sharma,Mumbai Indians,3
RG Sharma,Pune Warriors,6
RG Sharma,Punjab Kings,4
RG Sharma,Rajasthan Royals,24
RG Sharma,Rising Pune Supergiants,6
RG Sharma,Royal Challengers Bangalore,34
RG Sharma,Sunrisers Hyderabad,15
RJ Harris,Chennai Super Kings,1
RJ Harris,Delhi Daredevils,1
RJ Harris,Royal Challengers Bangalore,1
RJ Peterson,Kings XI Punjab,1
RJ Quiney,Kolkata Knight Riders,1
RJ Quiney,Mumbai Indians,2
RK Singh,Gujarat Titans,1
RK Singh,Lucknow Super Giants,4
RK Singh,Mumbai Indians,1
RK Singh,Rajasthan Royals,1
RK Singh,Sunrisers Hyderabad,2
RM Patidar,Chennai Super Kings,1
RM Patidar,Delhi Capitals,2
RM Patidar,Gujarat Titans,2
RM Patidar,Lucknow Super Giants,7
RM Patidar,Punjab Kings,3
RM Patidar,Rajasthan Royals,4
RM Patidar,Sunrisers Hyderabad,2
RN ten Doeschate,Chennai Super Kings,2
RN ten Doeschate,Delhi Daredevils,1
RN ten Doeschate,Kings XI Punjab,2
RN ten Doeschate,Mumbai Indians,4
RN ten Doeschate,Pune Warriors,2
RN ten Doeschate,Rajasthan Royals,1
RN ten Doeschate,Royal Challengers Bangalore,2
RN ten Doeschate,Sunrisers Hyderabad,1
RP Singh,Chennai Super Kings,1
RR Pant,Chennai Super Kings,11
RR Pant,Gujarat Lions,11
RR Pant,Kings XI Punjab,3
RR Pant,Kolkata Knight Riders,12
RR Pant,Lucknow Super Giants,3
RR Pant,Mumbai Indians,18
RR Pant,Punjab Kings,3
RR Pant,Rajasthan Royals,18
RR Pant,Rising Pune Supergiants,4
RR Pant,Royal Challengers Bangalore,21
RR Pant,Sunrisers Hyderabad,25
RR Powar,Chennai Super Kings,1
RR Raje,Deccan Chargers,1
RR Rossouw,Chennai Super Kings,1
RR Rossouw,Mumbai Indians,2
RR Sarwan,Royal Challengers Bangalore,1
RS Bopara,Chennai Super Kings,2
RS Bopara,Delhi Daredevils,6
RS Bopara,Rajasthan Royals,1
RS Bopara,Royal Challengers Bangalore,7
RT Ponting,Royal Challengers Bangalore,2
RV Gomez,Kolkata Knight Riders,1
RV Patel,Chennai Super Kings,1
RV Uthappa,Chennai Super Kings,20
RV Uthappa,Deccan Chargers,6
RV Uthappa,Delhi Capitals,4
RV Uthappa,Delhi Daredevils,18
RV Uthappa,Gujarat Lions,3
RV Uthappa,Kings XI Punjab,25
RV Uthappa,Kochi Tuskers Kerala,2
RV Uthappa,Kolkata Knight Riders,12
RV Uthappa,Lucknow Super Giants,1
RV Uthappa,Mumbai Indians,26
RV Uthappa,Rajasthan Royals,12
RV Uthappa,Rising Pune Supergiants,6
RV Uthappa,Royal Challengers Bangalore,27
RV Uthappa,Sunrisers Hyderabad,20
Ramandeep Singh,Sunrisers Hyderabad,1
Rashid Khan,Chennai Super Kings,6
Rashid Khan,Delhi Capitals,2
Rashid Khan,Kings XI Punjab,1
Rashid Khan,Kolkata Knight Riders,4
Rashid Khan,Rajasthan Royals,2
Rashid Khan,Royal Challengers Bangalore,3
Rashid Khan,Sunrisers Hyderabad,4
S Anirudha,Deccan Chargers,2
S Anirudha,Kolkata Knight Riders,2
S Anirudha,Mumbai Indians,1
S Anirudha,Rajasthan Royals,2
S Badrinath,Deccan Chargers,1
S Badrinath,Delhi Daredevils,5
S Badrinath,Kings XI Punjab,7
S Badrinath,Kochi Tuskers Kerala,1
S Badrinath,Kolkata Knight Riders,3
S Badrinath,Mumbai Indians,6
S Badrinath,Pune Warriors,3
S Badrinath,Rajasthan Royals,1
S Badrinath,Royal Challengers Bangalore,1
S Dhawan,Chennai Super Kings,21
S Dhawan,Delhi Daredevils,14
S Dhawan,Gujarat Lions,1
S Dhawan,Gujarat Titans,1
S Dhawan,Kings XI Punjab,13
S Dhawan,Kolkata Knight Riders,20
S Dhawan,Mumbai Indians,22
S Dhawan,Pune Warriors,3
S Dhawan,Punjab Kings,4
S Dhawan,Rajasthan Royals,11
S Dhawan,Rising Pune Supergiants,4
S Dhawan,Royal Challengers Bangalore,17
S Dhawan,Sunrisers Hyderabad,6
S Dube,Chennai Super Kings,5
S Dube,Delhi Capitals,6
S Dube,Kings XI Punjab,3
S Dube,Kolkata Knight Riders,2
S Dube,Lucknow Super Giants,2
S Dube,Mumbai Indians,7
S Dube,Punjab Kings,3
S Dube,Royal Challengers Bangalore,10
S Gopal,Chennai Super Kings,1
S Gopal,Royal Challengers Bangalore,1
S Rana,Kings XI Punjab,1
S Sohal,Chennai Super Kings,4
S Sohal,Deccan Chargers,2
S Sohal,Delhi Daredevils,1
S Sohal,Kolkata Knight Riders,3
S Sohal,Mumbai Indians,5
S Sohal,Pune Warriors,2
S Sohal,Royal Challengers Bangalore,1
S Vidyut,Delhi Daredevils,2
S Vidyut,Rajasthan Royals,1
SA Abbott,Delhi Capitals,1
SA Abbott,Sunrisers Hyderabad,1
SA Asnodkar,Chennai Super Kings,4
SA Asnodkar,Deccan Chargers,1
SA Asnodkar,Delhi Daredevils,2
SA Asnodkar,Kolkata Knight Riders,1
SA Asnodkar,Mumbai Indians,1
SA Asnodkar,Royal Challengers Bangalore,1
SA Yadav,Chennai Super Kings,4
SA Yadav,Delhi Capitals,6
SA Yadav,Delhi Daredevils,4
SA Yadav,Gujarat Lions,1
SA Yadav,Gujarat Titans,1
SA Yadav,Kings XI Punjab,9
SA Yadav,Kolkata Knight Riders,12
SA Yadav,Mumbai Indians,6
SA Yadav,Punjab Kings,5
SA Yadav,Rajasthan Royals,11
SA Yadav,Rising Pune Supergiants,4
SA Yadav,Royal Challengers Bangalore,13
SA Yadav,Sunrisers Hyderabad,8
SB Bangar,Kolkata Knight Riders,1
SB Bangar,Royal Challengers Bangalore,2
SB Styris,Chennai Super Kings,1
SB Styris,Rajasthan Royals,1
SB Styris,Royal Challengers Bangalore,1
SC Ganguly,Deccan Chargers,13
SC Ganguly,Delhi Daredevils,5
SC Ganguly,Kings XI Punjab,9
SC Ganguly,Kolkata Knight Riders,2
SC Ganguly,Mumbai Indians,3
SC Ganguly,Rajasthan Royals,7
SC Ganguly,Royal Challengers Bangalore,3
SD Chitnis,Delhi Daredevils,1
SD Chitnis,Kings XI Punjab,1
SD Lad,Kings XI Punjab,1
SE Marsh,Chennai Super Kings,13
SE Marsh,Deccan Chargers,4
SE Marsh,Delhi Daredevils,9
SE Marsh,Gujarat Lions,1
SE Marsh,Kochi Tuskers Kerala,2
SE Marsh,Kolkata Knight Riders,4
SE Marsh,Mumbai Indians,13
SE Marsh,Pune Warriors,2
SE Marsh,Rajasthan Royals,17
SE Marsh,Royal Challengers Bangalore,9
SE Marsh,Sunrisers Hyderabad,4
SE Rutherford,Chennai Super Kings,1
SE Rutherford,Kolkata Knight Riders,1
SE Rutherford,Rajasthan Royals,2
SE Rutherford,Royal Challengers Bangalore,3
SE Rutherford,Sunrisers Hyderabad,1
SK Raina,Deccan Chargers,13
SK Raina,Delhi Capitals,6
SK Raina,Delhi Daredevils,19
SK Raina,Kings XI Punjab,36
SK Raina,Kochi Tuskers Kerala,3
SK Raina,Kolkata Knight Riders,28
SK Raina,Mumbai Indians,35
SK Raina,Pune Warriors,3
SK Raina,Rajasthan Royals,16
SK Raina,Rising Pune Supergiants,1
SK Raina,Royal Challengers Bangalore,31
SK Raina,Sunrisers Hyderabad,13
SK Trivedi,Delhi Daredevils,1
SK Warne,Chennai Super Kings,1
SK Warne,Deccan Chargers,4
SK Warne,Delhi Daredevils,1
SL Malinga,Chennai Super Kings,1
SL Malinga,Kolkata Knight Riders,1
SL Malinga,Pune Warriors,1
SL Malinga,Rising Pune Supergiants,1
SL Malinga,Royal Challengers Bangalore,1
SM Curran,Delhi Capitals,3
SM Curran,Kolkata Knight Riders,3
SM Curran,Mumbai Indians,4
SM Curran,Rajasthan Royals,4
SM Curran,Sunrisers Hyderabad,4
SM Katich,Chennai Super Kings,5
SM Katich,Delhi Daredevils,2
SM Katich,Kolkata Knight Riders,1
SM Pollock,Chennai Super Kings,1
SM Pollock,Deccan Chargers,1
SM Pollock,Delhi Daredevils,3
SM Pollock,Kings XI Punjab,1
SM Pollock,Royal Challengers Bangalore,2
SN Khan,Chennai Super Kings,3
SN Khan,Mumbai Indians,3
SN Khan,Punjab Kings,1
SN Khan,Rajasthan Royals,2
SN Khan,Royal Challengers Bangalore,1
SN Khan,Sunrisers Hyderabad,3
SN Thakur,Chennai Super Kings,1
SN Thakur,Kolkata Knight Riders,3
SN Thakur,Mumbai Indians,1
SN Thakur,Rajasthan Royals,1
SN Thakur,Royal Challengers Bangalore,2
SO Hetmyer,Chennai Super Kings,2
SO Hetmyer,Gujarat Titans,1
SO Hetmyer,Kings XI Punjab,1
SO Hetmyer,Kolkata Knight Riders,8
SO Hetmyer,Lucknow Super Giants,6
SO Hetmyer,Mumbai Indians,3
SO Hetmyer,Punjab Kings,4
SO Hetmyer,Rajasthan Royals,5
SO Hetmyer,Royal Challengers Bangalore,9
SO Hetmyer,Sunrisers Hyderabad,13
SP Fleming,Rajasthan Royals,1
SP Fleming,Royal Challengers Bangalore,2
SP Goswami,Delhi Daredevils,1
SP Goswami,Kolkata Knight Riders,2
SP Jackson,Sunrisers Hyderabad,1
SP Narine,Chennai Super Kings,8
SP Narine,Delhi Capitals,6
SP Narine,Delhi Daredevils,3
SP Narine,Gujarat Lions,1
SP Narine,Kings XI Punjab,10
SP Narine,Lucknow Super Giants,4
SP Narine,Mumbai Indians,2
SP Narine,Rajasthan Royals,8
SP Narine,Royal Challengers Bangalore,15
SP Narine,Sunrisers Hyderabad,6
SPD Smith,Chennai Super Kings,10
SPD Smith,Deccan Chargers,5
SPD Smith,Delhi Capitals,1
SPD Smith,Delhi Daredevils,4
SPD Smith,Gujarat Lions,6
SPD Smith,Kings XI Punjab,6
SPD Smith,Kolkata Knight Riders,3
SPD Smith,Mumbai Indians,12
SPD Smith,Royal Challengers Bangalore,8
SPD Smith,Sunrisers Hyderabad,5
SR Tendulkar,Chennai Super Kings,5
SR Tendulkar,Deccan Chargers,2
SR Tendulkar,Delhi Daredevils,4
SR Tendulkar,Kings XI Punjab,2
SR Tendulkar,Kochi Tuskers Kerala,3
SR Tendulkar,Kolkata Knight Riders,7
SR Tendulkar,Pune Warriors,1
SR Tendulkar,Rajasthan Royals,3
SR Tendulkar,Royal Challengers Bangalore,1
SR Tendulkar,Sunrisers Hyderabad,1
SR Watson,Chennai Super Kings,27
SR Watson,Deccan Chargers,4
SR Watson,Delhi Capitals,8
SR Watson,Delhi Daredevils,24
SR Watson,Kings XI Punjab,18
SR Watson,Kochi Tuskers Kerala,5
SR Watson,Kolkata Knight Riders,20
SR Watson,Mumbai Indians,21
SR Watson,Pune Warriors,9
SR Watson,Rajasthan Royals,13
SR Watson,Rising Pune Supergiants,2
SR Watson,Royal Challengers Bangalore,9
SR Watson,Sunrisers Hyderabad,30
SS Iyer,Chennai Super Kings,4
SS Iyer,Delhi Capitals,2
SS Iyer,Gujarat Lions,4
SS Iyer,Gujarat Titans,1
SS Iyer,Kings XI Punjab,10
SS Iyer,Kolkata Knight Riders,23
SS Iyer,Lucknow Super Giants,3
SS Iyer,Mumbai Indians,11
SS Iyer,Rajasthan Royals,17
SS Iyer,Royal Challengers Bangalore,10
SS Iyer,Sunrisers Hyderabad,14
SS Prabhudessai,Chennai Super Kings,1
SS Prabhudessai,Lucknow Super Giants,1
SS Tiwary,Chennai Super Kings,4
SS Tiwary,Deccan Chargers,4
SS Tiwary,Delhi Daredevils,7
SS Tiwary,Kings XI Punjab,4
SS Tiwary,Kolkata Knight Riders,5
SS Tiwary,Mumbai Indians,5
SS Tiwary,Pune Warriors,6
SS Tiwary,Punjab Kings,2
SS Tiwary,Rajasthan Royals,7
SS Tiwary,Royal Challengers Bangalore,5
SS Tiwary,Sunrisers Hyderabad,1
ST Jayasuriya,Chennai Super Kings,13
ST Jayasuriya,Deccan Chargers,2
ST Jayasuriya,Delhi Daredevils,6
ST Jayasuriya,Kings XI Punjab,2
ST Jayasuriya,Kolkata Knight Riders,8
ST Jayasuriya,Rajasthan Royals,2
ST Jayasuriya,Royal Challengers Bangalore,6
STR Binny,Chennai Super Kings,8
STR Binny,Delhi Daredevils,3
STR Binny,Gujarat Lions,1
STR Binny,Kings XI Punjab,8
STR Binny,Kolkata Knight Riders,4
STR Binny,Mumbai Indians,4
STR Binny,Pune Warriors,2
STR Binny,Rising Pune Supergiants,1
STR Binny,Royal Challengers Bangalore,1
STR Binny,Sunrisers Hyderabad,3
SV Samson,Chennai Super Kings,13
SV Samson,Delhi Capitals,6
SV Samson,Delhi Daredevils,7
SV Samson,Gujarat Lions,8
SV Samson,Gujarat Titans,4
SV Samson,Kings XI Punjab,22
SV Samson,Kolkata Knight Riders,13
SV Samson,Mumbai Indians,20
SV Samson,Punjab Kings,7
SV Samson,Rising Pune Supergiants,5
SV Samson,Royal Challengers Bangalore,27
SV Samson,Sunrisers Hyderabad,26
SW Billings,Chennai Super Kings,1
SW Billings,Delhi Capitals,1
SW Billings,Kolkata Knight Riders,7
SW Billings,Lucknow Super Giants,3
SW Billings,Mumbai Indians,2
SW Billings,Punjab Kings,1
SW Billings,Rising Pune Supergiants,2
SW Billings,Royal Challengers Bangalore,2
SW Billings,Sunrisers Hyderabad,1
SW Tait,Delhi Daredevils,1
Sachin Baby,Kolkata Knight Riders,1
Sachin Baby,Mumbai Indians,2
Sachin Baby,Sunrisers Hyderabad,2
Salman Butt,Chennai Super Kings,1
Salman Butt,Mumbai Indians,1
Shahbaz Ahmed,Delhi Capitals,1
Shahbaz Ahmed,Kolkata Knight Riders,3
Shahbaz Ahmed,Punjab Kings,1
Shahbaz Ahmed,Rajasthan Royals,5
Shahbaz Ahmed,Sunrisers Hyderabad,1
Shahid Afridi,Chennai Super Kings,2
Shahid Afridi,Delhi Daredevils,2
Shahid Afridi,Kings XI Punjab,1
Shahid Afridi,Rajasthan Royals,1
Shakib Al Hasan,Chennai Super Kings,4
Shakib Al Hasan,Delhi Daredevils,1
Shakib Al Hasan,Gujarat Lions,4
Shakib Al Hasan,Kings XI Punjab,2
Shakib Al Hasan,Kolkata Knight Riders,1
Shakib Al Hasan,Pune Warriors,2
Shakib Al Hasan,Rajasthan Royals,2
Shakib Al Hasan,Royal Challengers Bangalore,5
Shashank Singh,Gujarat Titans,3
Shashank Singh,Royal Challengers Bangalore,1
Shivam Mavi,Chennai Super Kings,2
Shubman Gill,Chennai Super Kings,2
Shubman Gill,Delhi Capitals,11
Shubman Gill,Delhi Daredevils,1
Shubman Gill,Kings XI Punjab,6
Shubman Gill,Mumbai Indians,8
Shubman Gill,Punjab Kings,1
Shubman Gill,Rajasthan Royals,6
Shubman Gill,Royal Challengers Bangalore,5
Shubman Gill,Sunrisers Hyderabad,7
Sohail Tanvir,Kolkata Knight Riders,1
Sunny Singh,Chennai Super Kings,1
T Banton,Royal Challengers Bangalore,1
T Henderson,Royal Challengers Bangalore,1
T Kohli,Delhi Daredevils,1
TA Boult,Chennai Super Kings,1
TA Boult,Gujarat Titans,1
TG Southee,Chennai Super Kings,1
TG Southee,Gujarat Lions,2
TG Southee,Rising Pune Supergiants,1
TH David,Chennai Super Kings,2
TH David,Delhi Capitals,5
TH David,Gujarat Titans,4
TH David,Rajasthan Royals,1
TH David,Sunrisers Hyderabad,4
TK Curran,Kolkata Knight Riders,3
TL Suman,Chennai Super Kings,2
TL Suman,Deccan Chargers,2
TL Suman,Delhi Daredevils,2
TL Suman,Kings XI Punjab,6
TL Suman,Kolkata Knight Riders,2
TL Suman,Mumbai Indians,3
TL Suman,Pune Warriors,3
TL Suman,Rajasthan Royals,3
TL Suman,Royal Challengers Bangalore,3
TM Dilshan,Chennai Super Kings,3
TM Dilshan,Deccan Chargers,8
TM Dilshan,Kochi Tuskers Kerala,1
TM Dilshan,Kolkata Knight Riders,1
TM Dilshan,Mumbai Indians,5
TM Dilshan,Pune Warriors,1
TM Dilshan,Rajasthan Royals,3
TM Dilshan,Royal Challengers Bangalore,2
TM Head,Gujarat Lions,1
TM Head,Kolkata Knight Riders,5
TM Head,Mumbai Indians,2
TR Birt,Kings XI Punjab,1
TR Birt,Kochi Tuskers Kerala,1
TS Mills,Sunrisers Hyderabad,1
TU Deshpande,Sunrisers Hyderabad,1
Tilak Varma,Chennai Super Kings,2
Tilak Varma,Delhi Capitals,1
Tilak Varma,Kolkata Knight Riders,2
Tilak Varma,Lucknow Super Giants,2
Tilak Varma,Punjab Kings,2
Tilak Varma,Rajasthan Royals,7
UBT Chand,Chennai Super Kings,1
UBT Chand,Kings XI Punjab,3
UBT Chand,Rajasthan Royals,1
UBT Chand,Royal Challengers Bangalore,4
UT Khawaja,Delhi Daredevils,1
UT Khawaja,Kings XI Punjab,1
UT Khawaja,Royal Challengers Bangalore,1
UT Yadav,Chennai Super Kings,1
UT Yadav,Gujarat Titans,1
UT Yadav,Rajasthan Royals,3
UT Yadav,Rising Pune Supergiants,1
UT Yadav,Royal Challengers Bangalore,1
UT Yadav,Sunrisers Hyderabad,1
Umar Gul,Kings XI Punjab,3
Umar Gul,Rajasthan Royals,1
Umar Gul,Royal Challengers Bangalore,1
V Kohli,Chennai Super Kings,37
V Kohli,Deccan Chargers,14
V Kohli,Delhi Capitals,5
V Kohli,Delhi Daredevils,22
V Kohli,Gujarat Lions,11
V Kohli,Gujarat Titans,3
V Kohli,Kings XI Punjab,18
V Kohli,Kolkata Knight Riders,22
V Kohli,Mumbai Indians,27
V Kohli,Pune Warriors,5
V Kohli,Punjab Kings,5
V Kohli,Rajasthan Royals,18
V Kohli,Rising Pune Supergiants,11
V Kohli,Sunrisers Hyderabad,21
V Sehwag,Chennai Super Kings,18
V Sehwag,Deccan Chargers,12
V Sehwag,Delhi Daredevils,3
V Sehwag,Kings XI Punjab,14
V Sehwag,Kochi Tuskers Kerala,6
V Sehwag,Kolkata Knight Riders,8
V Sehwag,Mumbai Indians,17
V Sehwag,Pune Warriors,9
V Sehwag,Rajasthan Royals,11
V Sehwag,Royal Challengers Bangalore,5
V Sehwag,Sunrisers Hyderabad,3
V Shankar,Chennai Super Kings,9
V Shankar,Delhi Capitals,2
V Shankar,Kolkata Knight Riders,4
V Shankar,Mumbai Indians,4
V Shankar,Rajasthan Royals,4
V Shankar,Royal Challengers Bangalore,4
V Shankar,Sunrisers Hyderabad,1
VH Zol,Chennai Super Kings,1
VR Aaron,Kings XI Punjab,1
VR Aaron,Sunrisers Hyderabad,1
VR Iyer,Chennai Super Kings,3
VR Iyer,Delhi Capitals,5
VR Iyer,Mumbai Indians,8
VR Iyer,Punjab Kings,1
VR Iyer,Rajasthan Royals,2
VR Iyer,Royal Challengers Bangalore,2
VVS Laxman,Kolkata Knight Riders,2
VVS Laxman,Mumbai Indians,1
VVS Laxman,Royal Challengers Bangalore,2
Vishnu Vinod,Delhi Daredevils,1
W Jaffer,Chennai Super Kings,2
W Jaffer,Delhi Daredevils,1
WD Parnell,Deccan Chargers,1
WP Saha,Chennai Super Kings,7
WP Saha,Deccan Chargers,1
WP Saha,Delhi Capitals,3
WP Saha,Delhi Daredevils,3
WP Saha,Gujarat Lions,1
WP Saha,Kings XI Punjab,6
WP Saha,Kochi Tuskers Kerala,3
WP Saha,Kolkata Knight Riders,22
WP Saha,Mumbai Indians,10
WP Saha,Pune Warriors,1
WP Saha,Punjab Kings,1
WP Saha,Rajasthan Royals,2
WP Saha,Rising Pune Supergiants,1
WP Saha,Royal Challengers Bangalore,11
WP Saha,Sunrisers Hyderabad,4
WPUJC Vaas,Delhi Daredevils,1
WPUJC Vaas,Kings XI Punjab,1
WPUJC Vaas,Rajasthan Royals,1
Washington Sundar,Chennai Super Kings,2
Washington Sundar,Kings XI Punjab,1
Washington Sundar,Punjab Kings,1
Washington Sundar,Rajasthan Royals,5
Y Nagar,Chennai Super Kings,1
Y Nagar,Deccan Chargers,3
Y Nagar,Kings XI Punjab,1
Y Nagar,Kolkata Knight Riders,2
Y Nagar,Rajasthan Royals,2
Y Venugopal Rao,Chennai Super Kings,6
Y Venugopal Rao,Delhi Daredevils,2
Y Venugopal Rao,Kings XI Punjab,5
Y Venugopal Rao,Kolkata Knight Riders,6
Y Venugopal Rao,Mumbai Indians,5
Y Venugopal Rao,Pune Warriors,3
Y Venugopal Rao,Rajasthan Royals,5
Y Venugopal Rao,Royal Challengers Bangalore,5
YBK Jaiswal,Chennai Super Kings,4
YBK Jaiswal,Delhi Capitals,3
YBK Jaiswal,Gujarat Titans,2
YBK Jaiswal,Lucknow Super Giants,1
YBK Jaiswal,Mumbai Indians,2
YBK Jaiswal,Punjab Kings,4
YBK Jaiswal,Royal Challengers Bangalore,4
YBK Jaiswal,Sunrisers Hyderabad,2
YK Pathan,Chennai Super Kings,18
YK Pathan,Deccan Chargers,22
YK Pathan,Delhi Daredevils,24
YK Pathan,Gujarat Lions,2
YK Pathan,Kings XI Punjab,17
YK Pathan,Kochi Tuskers Kerala,1
YK Pathan,Kolkata Knight Riders,10
YK Pathan,Mumbai Indians,20
YK Pathan,Pune Warriors,4
YK Pathan,Rajasthan Royals,6
YK Pathan,Rising Pune Supergiants,5
YK Pathan,Royal Challengers Bangalore,17
YK Pathan,Sunrisers Hyderabad,15
YV Takawale,Kolkata Knight Riders,1
YV Takawale,Rajasthan Royals,2
Yuvraj Singh,Chennai Super Kings,13
Yuvraj Singh,Deccan Chargers,4
Yuvraj Singh,Delhi Capitals,3
Yuvraj Singh,Delhi Daredevils,29
Yuvraj Singh,Kings XI Punjab,13
Yuvraj Singh,Kolkata Knight Riders,20
Yuvraj Singh,Mumbai Indians,12
Yuvraj Singh,Rajasthan Royals,28
Yuvraj Singh,Rising Pune Supergiants,4
Yuvraj Singh,Royal Challengers Bangalore,21
Yuvraj Singh,Sunrisers Hyderabad,2
Z Khan,Chennai Super Kings,1
Z Khan,Royal Challengers Bangalore,1
